engine_name,mode,stance,bullet,total_inaccuracy
fiveseven,primary,crouch,7,32.15414762
fiveseven,primary,crouch,8,33.04944586
fiveseven,primary,crouch,9,33.49815791
fiveseven,primary,crouch,10,33.72304666
fiveseven,primary,crouch,11,33.83575803
fiveseven,primary,crouch,12,33.89224753
fiveseven,primary,crouch,13,33.92055935
fiveseven,primary,crouch,14,33.93474887
fiveseven,primary,crouch,15,33.94186048
fiveseven,primary,crouch,16,33.94542473
fiveseven,primary,crouch,17,33.94721108
fiveseven,primary,crouch,18,33.94810638
fiveseven,primary,crouch,19,33.94855509
fiveseven,primary,crouch,20,33.94877998
glock,primary,stand,1,7.6
glock,primary,stand,2,19.74706101
glock,primary,stand,3,24.90649158
glock,primary,stand,4,28.76284687
glock,primary,stand,5,32.37348982
glock,primary,stand,6,35.96112098
glock,primary,stand,7,37.22080707
glock,primary,stand,8,37.66310701
glock,primary,stand,9,37.81840699
glock,primary,stand,10,37.8729358
glock,primary,stand,11,37.89208191
glock,primary,stand,12,37.89880447
glock,primary,stand,13,37.90116489
glock,primary,stand,14,37.90199368
glock,primary,stand,15,37.90228469
glock,primary,stand,16,37.90238686
glock,primary,stand,17,37.90242274
glock,primary,stand,18,37.90243534
glock,primary,stand,19,37.90243976
glock,primary,stand,20,37.90244131
glock,primary,crouch,1,6.2
glock,primary,crouch,2,18.34706101
glock,primary,crouch,3,23.50649158
glock,primary,crouch,4,27.36284687
glock,primary,crouch,5,30.97348982
glock,primary,crouch,6,34.56112098
glock,primary,crouch,7,35.82080707
glock,primary,crouch,8,36.26310701
glock,primary,crouch,9,36.41840699
glock,primary,crouch,10,36.4729358
glock,primary,crouch,11,36.49208191
glock,primary,crouch,12,36.49880447
glock,primary,crouch,13,36.50116489
glock,primary,crouch,14,36.50199368
glock,primary,crouch,15,36.50228469
glock,primary,crouch,16,36.50238686
glock,primary,crouch,17,36.50242274
glock,primary,crouch,18,36.50243534
glock,primary,crouch,19,36.50243976
glock,primary,crouch,20,36.50244131
hkp2000,primary,stand,1,6.9
hkp2000,primary,stand,2,23.21568754
hkp2000,primary,stand,3,28.53972074
hkp2000,primary,stand,4,30.27702598
hkp2000,primary,stand,5,30.84393257
hkp2000,primary,stand,6,31.02892199
hkp2000,primary,stand,7,31.08928658
hkp2000,primary,stand,8,31.10898438
hkp2000,primary,stand,9,31.11541204
hkp2000,primary,stand,10,31.11750947
hkp2000,primary,stand,11,31.11819389
hkp2000,primary,stand,12,31.11841723
hkp2000,primary,stand,13,31.11849011
hkp2000,primary,crouch,1,5.68
hkp2000,primary,crouch,2,18.72166747
hkp2000,primary,crouch,3,22.12336928
hkp2000,primary,crouch,4,23.01064656
hkp2000,primary,crouch,5,23.24207806
hkp2000,primary,crouch,6,23.30244311
hkp2000,primary,crouch,7,23.31818833
hkp2000,primary,crouch,8,23.32229521
hkp2000,primary,crouch,9,23.32336642
hkp2000,primary,crouch,10,23.32364583
hkp2000,primary,crouch,11,23.32371871
hkp2000,primary,crouch,12,23.32373772
hkp2000,primary,crouch,13,23.32374268
usp_silencer,primary,stand,1,6.4
usp_silencer,primary,stand,2,23.36831504
usp_silencer,primary,stand,3,28.90530957
usp_silencer,primary,stand,4,30.71210702
usp_silencer,primary,stand,5,31.30168988
usp_silencer,primary,stand,6,31.49407887
usp_silencer,primary,stand,7,31.55685804
usp_silencer,primary,stand,8,31.57734375
usp_silencer,primary,stand,9,31.58402852
usp_silencer,primary,stand,10,31.58620985
usp_silencer,primary,stand,11,31.58692165
usp_silencer,primary,stand,12,31.58715392
usp_silencer,primary,crouch,1,5.18
usp_silencer,primary,crouch,2,18.74333417
usp_silencer,primary,crouch,3,22.28110405
usp_silencer,primary,crouch,4,23.20387242
usp_silencer,primary,crouch,5,23.44456118
usp_silencer,primary,crouch,6,23.50734084
usp_silencer,primary,crouch,7,23.52371587
usp_silencer,primary,crouch,8,23.52798702
usp_silencer,primary,crouch,9,23.52910108
usp_silencer,primary,crouch,10,23.52939166
usp_silencer,primary,crouch,11,23.52946746
usp_silencer,primary,crouch,12,23.52948723
p250,primary,stand,1,11.1
p250,primary,stand,2,30.39528988
p250,primary,stand,3,37.49363518
p250,primary,stand,4,40.10497227
p250,primary,stand,5,41.06563016
p250,primary,stand,6,41.41903669
p250,primary,stand,7,41.54904777
p250,primary,stand,8,41.59687621
p250,primary,stand,9,41.61447132
p250,primary,stand,10,41.62094421
p250,primary,stand,11,41.62332545
p250,primary,stand,12,41.62420146
p250,primary,stand,13,41.62452373
p250,primary,crouch,1,8.83
p250,primary,crouch,2,24.62762742
p250,primary,crouch,3,29.38577865
p250,primary,crouch,4,30.81890544
p250,primary,crouch,5,31.25055469
p250,primary,crouch,6,31.38056487
p250,primary,crouch,7,31.41972316
p250,primary,crouch,8,31.43151741
p250,primary,crouch,9,31.43506976
p250,primary,crouch,10,31.43613971
p250,primary,crouch,11,31.43646197
p250,primary,crouch,12,31.43655904
p250,primary,crouch,13,31.43658827
cz75a,primary,stand,1,13.43
cz75a,primary,stand,2,26.97243969
cz75a,primary,stand,3,32.21237321
cz75a,primary,stand,4,34.23984417
cz75a,primary,stand,5,36.22847144
cz75a,primary,stand,6,38.21160569
cz75a,primary,stand,7,40.19966654
cz75a,primary,stand,8,42.19554337
cz75a,primary,stand,9,44.19959533
cz75a,primary,stand,10,46.21135434
cz75a,primary,stand,11,48.23012352
cz75a,primary,stand,12,49.26659466
cz75a,primary,crouch,1,10.6
cz75a,primary,crouch,2,23.32060025
cz75a,primary,crouch,3,27.94384798
cz75a,primary,crouch,4,29.62414758
cz75a,primary,crouch,5,30.97370903
cz75a,primary,crouch,6,32.21218253
cz75a,primary,crouch,7,33.41409537
cz75a,primary,crouch,8,34.6055164
cz75a,primary,crouch,9,35.79572628
cz75a,primary,crouch,10,36.98799745
cz75a,primary,crouch,11,38.18339483
cz75a,primary,crouch,12,38.72052129
tec9,primary,stand,1,6.9
tec9,primary,stand,2,29.09765734
tec9,primary,stand,3,40.04734603
tec9,primary,stand,4,45.44862242
tec9,primary,stand,5,48.11297092
tec9,primary,stand,6,49.42724414
tec9,primary,stand,7,50.07555051
tec9,primary,stand,8,50.3953479
tec9,primary,stand,9,50.55309797
tec9,primary,stand,10,50.63091312
tec9,primary,stand,11,50.66929788
tec9,primary,stand,12,50.68823236
tec9,primary,stand,13,50.69757239
tec9,primary,stand,14,50.70217965
tec9,primary,stand,15,50.70445232
tec9,primary,stand,16,50.70557339
tec9,primary,stand,17,50.70612639
tec9,primary,stand,18,50.70639918
tec9,primary,crouch,1,5.68
tec9,primary,crouch,2,24.39802973
tec9,primary,crouch,3,32.18391056
tec9,primary,crouch,4,35.42249609
tec9,primary,crouch,5,36.76960587
tec9,primary,crouch,6,37.32994456
tec9,primary,crouch,7,37.56302092
tec9,primary,crouch,8,37.65997048
tec9,primary,crouch,9,37.70029725
tec9,primary,crouch,10,37.71707142
tec9,primary,crouch,11,37.72404874
tec9,primary,crouch,12,37.726951
tec9,primary,crouch,13,37.72815822
tec9,primary,crouch,14,37.72866037
tec9,primary,crouch,15,37.72886924
tec9,primary,crouch,16,37.72895612
tec9,primary,crouch,17,37.72899226
tec9,primary,crouch,18,37.72900729
mag7,primary,stand,1,47.0
mag7,primary,stand,2,47.08363526
mag7,primary,stand,3,47.08426036
mag7,primary,stand,4,47.08426503
mag7,primary,stand,5,47.08426507
mag7,primary,crouch,1,45.25
mag7,primary,crouch,2,45.26179821
mag7,primary,crouch,3,45.26181065
mag7,primary,crouch,4,45.26181066
mag7,primary,crouch,5,45.26181066
nova,primary,stand,1,47.0
nova,primary,stand,2,47.11933572
nova,primary,stand,3,47.12080085
nova,primary,stand,4,47.12081884
nova,primary,stand,5,47.12081906
nova,primary,stand,6,47.12081906
nova,primary,stand,7,47.12081906
nova,primary,stand,8,47.12081906
nova,primary,crouch,1,45.25
nova,primary,crouch,2,45.27053121
nova,primary,crouch,3,45.27057457
nova,primary,crouch,4,45.27057467
nova,primary,crouch,5,45.27057467
nova,primary,crouch,6,45.27057467
nova,primary,crouch,7,45.27057467
nova,primary,crouch,8,45.27057467
sawedoff,primary,stand,1,69.0
sawedoff,primary,stand,2,69.13864833
sawedoff,primary,stand,3,69.14062604
sawedoff,primary,stand,4,69.14065425
sawedoff,primary,stand,5,69.14065465
sawedoff,primary,stand,6,69.14065466
sawedoff,primary,stand,7,69.14065466
sawedoff,primary,crouch,1,67.25
sawedoff,primary,crouch,2,67.27532889
sawedoff,primary,crouch,3,67.2753949
sawedoff,primary,crouch,4,67.27539507
sawedoff,primary,crouch,5,67.27539507
sawedoff,primary,crouch,6,67.27539507
sawedoff,primary,crouch,7,67.27539507
xm1014,primary,stand,1,45.0
xm1014,primary,stand,2,46.79902851
xm1014,primary,stand,3,47.16556345
xm1014,primary,stand,4,47.24024146
xm1014,primary,stand,5,47.2554564
xm1014,primary,stand,6,47.2585563
xm1014,primary,stand,7,47.25918787
xm1014,primary,crouch,1,43.25
xm1014,primary,crouch,2,44.20207022
xm1014,primary,crouch,3,44.30472455
xm1014,primary,crouch,4,44.31579297
xm1014,primary,crouch,5,44.31698639
xm1014,primary,crouch,6,44.31711507
xm1014,primary,crouch,7,44.31712894
bizon,primary,stand,1,15.0
bizon,primary,stand,2,16.65240915
bizon,primary,stand,3,17.60048415
bizon,primary,stand,4,18.14444519
bizon,primary,stand,5,18.45654457
bizon,primary,stand,6,18.63561258
bizon,primary,stand,7,18.73835342
bizon,primary,stand,8,18.7973013
bizon,primary,stand,9,18.83112284
bizon,primary,stand,10,18.85052805
bizon,primary,stand,11,18.86166185
bizon,primary,stand,12,18.86804991
bizon,primary,stand,13,18.87171507
bizon,primary,stand,14,18.87381797
bizon,primary,stand,15,18.87502452
bizon,primary,stand,16,18.87571678
bizon,primary,stand,17,18.87611397
bizon,primary,stand,18,18.87634185
bizon,primary,stand,19,18.8764726
bizon,primary,stand,20,18.87654762
bizon,primary,stand,21,18.87659067
bizon,primary,stand,22,18.87661536
bizon,primary,stand,23,18.87662953
bizon,primary,stand,24,18.87663766
bizon,primary,stand,25,18.87664232
bizon,primary,stand,26,18.876645
bizon,primary,stand,27,18.87664654
bizon,primary,stand,28,18.87664742
bizon,primary,stand,29,18.87664792
bizon,primary,stand,30,18.87664821
bizon,primary,stand,31,18.87664821
bizon,primary,stand,32,18.87664821
bizon,primary,stand,33,18.87664821
bizon,primary,stand,34,18.87664821
bizon,primary,stand,35,18.87664821
bizon,primary,stand,36,18.87664821
bizon,primary,stand,37,18.87664821
bizon,primary,stand,38,18.87664821
bizon,primary,stand,39,18.87664821
bizon,primary,stand,40,18.87664821
bizon,primary,stand,41,18.87664821
bizon,primary,stand,42,18.87664821
bizon,primary,stand,43,18.87664821
bizon,primary,stand,44,18.87664821
bizon,primary,stand,45,18.87664821
bizon,primary,stand,46,18.87664821
bizon,primary,stand,47,18.87664821
bizon,primary,stand,48,18.87664821
bizon,primary,stand,49,18.87664821
bizon,primary,stand,50,18.87664821
bizon,primary,stand,51,18.87664821
bizon,primary,stand,52,18.87664821
bizon,primary,stand,53,18.87664821
bizon,primary,stand,54,18.87664821
bizon,primary,stand,55,18.87664821
bizon,primary,stand,56,18.87664821
bizon,primary,stand,57,18.87664821
bizon,primary,stand,58,18.87664821
bizon,primary,stand,59,18.87664821
bizon,primary,stand,60,18.87664821
bizon,primary,stand,61,18.87664821
bizon,primary,stand,62,18.87664821
bizon,primary,stand,63,18.87664821
bizon,primary,stand,64,18.87664821
bizon,primary,crouch,1,11.5
bizon,primary,crouch,2,12.82314497
bizon,primary,crouch,3,13.43103129
bizon,primary,crouch,4,13.71030966
bizon,primary,crouch,5,13.83861722
bizon,primary,crouch,6,13.89756497
bizon,primary,crouch,7,13.92464706
bizon,primary,crouch,8,13.93708925
bizon,primary,crouch,9,13.94280551
bizon,primary,crouch,10,13.94543171
bizon,primary,crouch,11,13.94663825
bizon,primary,crouch,12,13.94719256
bizon,primary,crouch,13,13.94744723
bizon,primary,crouch,14,13.94756423
bizon,primary,crouch,15,13.94761798
bizon,primary,crouch,16,13.94764268
bizon,primary,crouch,17,13.94765402
bizon,primary,crouch,18,13.94765924
bizon,primary,crouch,19,13.94766163
bizon,primary,crouch,20,13.94766273
bizon,primary,crouch,21,13.94766324
bizon,primary,crouch,22,13.94766347
bizon,primary,crouch,23,13.94766358
bizon,primary,crouch,24,13.94766363
bizon,primary,crouch,25,13.94766365
bizon,primary,crouch,26,13.94766366
bizon,primary,crouch,27,13.94766366
bizon,primary,crouch,28,13.94766367
bizon,primary,crouch,29,13.94766367
bizon,primary,crouch,30,13.94766367
bizon,primary,crouch,31,13.94766367
bizon,primary,crouch,32,13.94766367
bizon,primary,crouch,33,13.94766367
bizon,primary,crouch,34,13.94766367
bizon,primary,crouch,35,13.94766367
bizon,primary,crouch,36,13.94766367
bizon,primary,crouch,37,13.94766367
bizon,primary,crouch,38,13.94766367
bizon,primary,crouch,39,13.94766367
bizon,primary,crouch,40,13.94766367
bizon,primary,crouch,41,13.94766367
bizon,primary,crouch,42,13.94766367
bizon,primary,crouch,43,13.94766367
bizon,primary,crouch,44,13.94766367
bizon,primary,crouch,45,13.94766367
bizon,primary,crouch,46,13.94766367
bizon,primary,crouch,47,13.94766367
bizon,primary,crouch,48,13.94766367
bizon,primary,crouch,49,13.94766367
bizon,primary,crouch,50,13.94766367
bizon,primary,crouch,51,13.94766367
bizon,primary,crouch,52,13.94766367
bizon,primary,crouch,53,13.94766367
bizon,primary,crouch,54,13.94766367
bizon,primary,crouch,55,13.94766367
bizon,primary,crouch,56,13.94766367
bizon,primary,crouch,57,13.94766367
bizon,primary,crouch,58,13.94766367
bizon,primary,crouch,59,13.94766367
bizon,primary,crouch,60,13.94766367
bizon,primary,crouch,61,13.94766367
bizon,primary,crouch,62,13.94766367
bizon,primary,crouch,63,13.94766367
bizon,primary,crouch,64,13.94766367
mac10,primary,stand,1,13.9
mac10,primary,stand,2,16.99015195
mac10,primary,stand,3,18.9962526
mac10,primary,stand,4,20.29859626
mac10,primary,stand,5,21.14406681
mac10,primary,stand,6,21.69293917
mac10,primary,stand,7,22.04926249
mac10,primary,stand,8,22.2805846
mac10,primary,stand,9,22.43075696
mac10,primary,stand,10,22.52824759
mac10,primary,stand,11,22.59153769
mac10,primary,stand,12,22.63262509
mac10,primary,stand,13,22.65929869
mac10,primary,stand,14,22.67661496
mac10,primary,stand,15,22.68785654
mac10,primary,stand,16,22.69515448
mac10,primary,stand,17,22.69989224
mac10,primary,stand,18,22.70296795
mac10,primary,stand,19,22.70496468
mac10,primary,stand,20,22.70626094
mac10,primary,stand,21,22.70710246
mac10,primary,stand,22,22.70764877
mac10,primary,stand,23,22.70800343
mac10,primary,stand,24,22.70823367
mac10,primary,stand,25,22.70838314
mac10,primary,stand,26,22.70848017
mac10,primary,stand,27,22.70854317
mac10,primary,stand,28,22.70858406
mac10,primary,stand,29,22.70861061
mac10,primary,stand,30,22.70862785
mac10,primary,crouch,1,10.58
mac10,primary,crouch,2,13.17973602
mac10,primary,crouch,3,14.59961572
mac10,primary,crouch,4,15.37510151
mac10,primary,crouch,5,15.79864319
mac10,primary,crouch,6,16.02996599
mac10,primary,crouch,7,16.15630595
mac10,primary,crouch,8,16.22530817
mac10,primary,crouch,9,16.26299463
mac10,primary,crouch,10,16.28357758
mac10,primary,crouch,11,16.29481923
mac10,primary,crouch,12,16.300959
mac10,primary,crouch,13,16.30431231
mac10,primary,crouch,14,16.30614377
mac10,primary,crouch,15,16.30714405
mac10,primary,crouch,16,16.30769036
mac10,primary,crouch,17,16.30798874
mac10,primary,crouch,18,16.3081517
mac10,primary,crouch,19,16.3082407
mac10,primary,crouch,20,16.30828931
mac10,primary,crouch,21,16.30831586
mac10,primary,crouch,22,16.30833036
mac10,primary,crouch,23,16.30833828
mac10,primary,crouch,24,16.30834261
mac10,primary,crouch,25,16.30834497
mac10,primary,crouch,26,16.30834626
mac10,primary,crouch,27,16.30834696
mac10,primary,crouch,28,16.30834735
mac10,primary,crouch,29,16.30834756
mac10,primary,crouch,30,16.30834767
mp7,primary,stand,1,10.6
mp7,primary,stand,2,12.03085488
mp7,primary,stand,3,12.97000428
mp7,primary,stand,4,13.5864201
mp7,primary,stand,5,13.99100799
mp7,primary,stand,6,14.25656145
mp7,primary,stand,7,14.43085892
mp7,primary,stand,8,14.54526001
mp7,primary,stand,9,14.62034779
mp7,primary,stand,10,14.66963206
mp7,primary,stand,11,14.70198006
mp7,primary,stand,12,14.72321185
mp7,primary,stand,13,14.73714744
mp7,primary,stand,14,14.74629415
mp7,primary,stand,15,14.75229764
mp7,primary,stand,16,14.75623807
mp7,primary,stand,17,14.75882438
mp7,primary,stand,18,14.76052193
mp7,primary,stand,19,14.76163612
mp7,primary,stand,20,14.76236743
mp7,primary,stand,21,14.76284742
mp7,primary,stand,22,14.76316247
mp7,primary,stand,23,14.76336926
mp7,primary,stand,24,14.76350498
mp7,primary,stand,25,14.76359406
mp7,primary,stand,26,14.76365253
mp7,primary,stand,27,14.76369091
mp7,primary,stand,28,14.7637161
mp7,primary,stand,29,14.76373263
mp7,primary,stand,30,14.76374348
mp7,primary,crouch,1,9.1
mp7,primary,crouch,2,10.30907037
mp7,primary,crouch,3,10.9796443
mp7,primary,crouch,4,11.35155763
mp7,primary,crouch,5,11.55782799
mp7,primary,crouch,6,11.67222954
mp7,primary,crouch,7,11.73567887
mp7,primary,crouch,8,11.7708691
mp7,primary,crouch,9,11.79038628
mp7,primary,crouch,10,11.80121089
mp7,primary,crouch,11,11.80721443
mp7,primary,crouch,12,11.81054411
mp7,primary,crouch,13,11.81239082
mp7,primary,crouch,14,11.81341503
mp7,primary,crouch,15,11.81398309
mp7,primary,crouch,16,11.81429814
mp7,primary,crouch,17,11.81447287
mp7,primary,crouch,18,11.81456978
mp7,primary,crouch,19,11.81462353
mp7,primary,crouch,20,11.81465334
mp7,primary,crouch,21,11.81466987
mp7,primary,crouch,22,11.81467904
mp7,primary,crouch,23,11.81468413
mp7,primary,crouch,24,11.81468695
mp7,primary,crouch,25,11.81468851
mp7,primary,crouch,26,11.81468938
mp7,primary,crouch,27,11.81468986
mp7,primary,crouch,28,11.81469013
mp7,primary,crouch,29,11.81469028
mp7,primary,crouch,30,11.81469036
mp5sd,primary,stand,1,10.6
mp5sd,primary,stand,2,12.03085488
mp5sd,primary,stand,3,12.97000428
mp5sd,primary,stand,4,13.5864201
mp5sd,primary,stand,5,13.99100799
mp5sd,primary,stand,6,14.25656145
mp5sd,primary,stand,7,14.43085892
mp5sd,primary,stand,8,14.54526001
mp5sd,primary,stand,9,14.62034779
mp5sd,primary,stand,10,14.66963206
mp5sd,primary,stand,11,14.70198006
mp5sd,primary,stand,12,14.72321185
mp5sd,primary,stand,13,14.73714744
mp5sd,primary,stand,14,14.74629415
mp5sd,primary,stand,15,14.75229764
mp5sd,primary,stand,16,14.75623807
mp5sd,primary,stand,17,14.75882438
mp5sd,primary,stand,18,14.76052193
mp5sd,primary,stand,19,14.76163612
mp5sd,primary,stand,20,14.76236743
mp5sd,primary,stand,21,14.76284742
mp5sd,primary,stand,22,14.76316247
mp5sd,primary,stand,23,14.76336926
mp5sd,primary,stand,24,14.76350498
mp5sd,primary,stand,25,14.76359406
mp5sd,primary,stand,26,14.76365253
mp5sd,primary,stand,27,14.76369091
mp5sd,primary,stand,28,14.7637161
mp5sd,primary,stand,29,14.76373263
mp5sd,primary,stand,30,14.76374348
mp5sd,primary,crouch,1,9.1
mp5sd,primary,crouch,2,10.30907037
mp5sd,primary,crouch,3,10.9796443
mp5sd,primary,crouch,4,11.35155763
mp5sd,primary,crouch,5,11.55782799
mp5sd,primary,crouch,6,11.67222954
mp5sd,primary,crouch,7,11.73567887
mp5sd,primary,crouch,8,11.7708691
mp5sd,primary,crouch,9,11.79038628
mp5sd,primary,crouch,10,11.80121089
mp5sd,primary,crouch,11,11.80721443
mp5sd,primary,crouch,12,11.81054411
mp5sd,primary,crouch,13,11.81239082
mp5sd,primary,crouch,14,11.81341503
mp5sd,primary,crouch,15,11.81398309
mp5sd,primary,crouch,16,11.81429814
mp5sd,primary,crouch,17,11.81447287
mp5sd,primary,crouch,18,11.81456978
mp5sd,primary,crouch,19,11.81462353
mp5sd,primary,crouch,20,11.81465334
mp5sd,primary,crouch,21,11.81466987
mp5sd,primary,crouch,22,11.81467904
mp5sd,primary,crouch,23,11.81468413
mp5sd,primary,crouch,24,11.81468695
mp5sd,primary,crouch,25,11.81468851
mp5sd,primary,crouch,26,11.81468938
mp5sd,primary,crouch,27,11.81468986
mp5sd,primary,crouch,28,11.81469013
mp5sd,primary,crouch,29,11.81469028
mp5sd,primary,crouch,30,11.81469036
mp9,primary,stand,1,9.6
mp9,primary,stand,2,11.58046954
mp9,primary,stand,3,12.6405397
mp9,primary,stand,4,13.20795502
mp9,primary,stand,5,13.51167089
mp9,primary,stand,6,13.67423847
mp9,primary,stand,7,13.76125473
mp9,primary,stand,8,13.80783122
mp9,primary,stand,9,13.83276185
mp9,primary,stand,10,13.84610627
mp9,primary,stand,11,13.85324904
mp9,primary,stand,12,13.85707229
mp9,primary,stand,13,13.85911873
mp9,primary,stand,14,13.86021411
mp9,primary,stand,15,13.86080042
mp9,primary,stand,16,13.86111426
mp9,primary,stand,17,13.86128224
mp9,primary,stand,18,13.86137215
mp9,primary,stand,19,13.86142028
mp9,primary,stand,20,13.86144604
mp9,primary,stand,21,13.86145983
mp9,primary,stand,22,13.86146721
mp9,primary,stand,23,13.86147116
mp9,primary,stand,24,13.86147328
mp9,primary,stand,25,13.86147441
mp9,primary,stand,26,13.86147502
mp9,primary,stand,27,13.86147534
mp9,primary,stand,28,13.86147551
mp9,primary,stand,29,13.86147561
mp9,primary,stand,30,13.86147566
mp9,primary,crouch,1,8.6
mp9,primary,crouch,2,10.14239088
mp9,primary,crouch,3,10.78535565
mp9,primary,crouch,4,11.05338349
mp9,primary,crouch,5,11.16511421
mp9,primary,crouch,6,11.21169055
mp9,primary,crouch,7,11.23110648
mp9,primary,crouch,8,11.23920025
mp9,primary,crouch,9,11.24257424
mp9,primary,crouch,10,11.24398072
mp9,primary,crouch,11,11.24456704
mp9,primary,crouch,12,11.24481145
mp9,primary,crouch,13,11.24491333
mp9,primary,crouch,14,11.24495581
mp9,primary,crouch,15,11.24497351
mp9,primary,crouch,16,11.24498089
mp9,primary,crouch,17,11.24498397
mp9,primary,crouch,18,11.24498525
mp9,primary,crouch,19,11.24498579
mp9,primary,crouch,20,11.24498601
mp9,primary,crouch,21,11.2449861
mp9,primary,crouch,22,11.24498614
mp9,primary,crouch,23,11.24498616
mp9,primary,crouch,24,11.24498616
mp9,primary,crouch,25,11.24498617
mp9,primary,crouch,26,11.24498617
mp9,primary,crouch,27,11.24498617
mp9,primary,crouch,28,11.24498617
mp9,primary,crouch,29,11.24498617
mp9,primary,crouch,30,11.24498617
p90,primary,stand,1,14.65
p90,primary,stand,2,16.49808685
p90,primary,stand,3,17.69648158
p90,primary,stand,4,18.47358248
p90,primary,stand,5,18.97749474
p90,primary,stand,6,19.30425741
p90,primary,stand,7,19.51614716
p90,primary,stand,8,19.6535474
p90,primary,stand,9,19.74264479
p90,primary,stand,10,19.80042013
p90,primary,stand,11,19.83788463
p90,primary,stand,12,19.86217855
p90,primary,stand,13,19.87793198
p90,primary,stand,14,19.88814731
p90,primary,stand,15,19.89477146
p90,primary,stand,16,19.8990669
p90,primary,stand,17,19.90185229
p90,primary,stand,18,19.90365847
